mean_ranks,created_at,loss,train_loss,epoch
1374.1500244140625,2022-04-15 09:53:53.884501,,,
1000.4000244140625,2022-04-15 09:53:53.926648,,,
1617.4500732421875,2022-04-15 09:53:53.967987,,,
805.0499877929688,2022-04-15 09:53:54.009527,,,
1176.5999755859375,2022-04-15 09:53:54.052039,,,
1948.9500732421875,2022-04-15 09:53:54.094331,,,
1648.5,2022-04-15 09:53:54.135787,,,
1078.8499755859375,2022-04-15 09:53:54.178252,,,
1112.550048828125,2022-04-15 09:53:54.219869,,,
989.5499877929688,2022-04-15 09:53:54.261213,,,
756.0499877929688,2022-04-15 09:53:54.303252,,,
1188.4000244140625,2022-04-15 09:53:54.344648,,,
1862.9000244140625,2022-04-15 09:53:54.386094,,,
918.3500366210938,2022-04-15 09:53:54.428715,,,
1384.3499755859375,2022-04-15 09:53:54.470908,,,
965.2000122070312,2022-04-15 09:53:54.512428,,,
839.4500122070312,2022-04-15 09:53:54.554508,,,
718.9500122070312,2022-04-15 09:53:54.596578,,,
1562.800048828125,2022-04-15 09:53:54.638091,,,
719.1500244140625,2022-04-15 09:53:54.679819,,,
949.7999877929688,2022-04-15 09:53:54.721247,,,
1120.0,2022-04-15 09:53:54.762773,,,
564.9500122070312,2022-04-15 09:53:54.805035,,,
1060.4000244140625,2022-04-15 09:53:54.846793,,,
1352.3499755859375,2022-04-15 09:53:54.888415,,,
872.0499877929688,2022-04-15 09:53:54.930401,,,
740.6000366210938,2022-04-15 09:53:54.971899,,,
